uid,浏览量,点赞量,观看作者数,观看作品数,观看作品平均时长,观看配乐数,完整观看数,去过的城市数,观看作品城市数
48466,2,0,2,2,6.5,2,1,2,2
48467,15,0,15,15,9.4,14,5,1,15
48468,7,0,7,7,9.428571428571429,7,1,1,7
48469,2,0,2,2,9.5,2,0,1,2
48471,27,0,27,27,11.222222222222221,26,15,2,25
48472,3,0,3,3,9.333333333333334,3,3,1,3
48473,1,0,1,1,10.0,1,0,1,1
48474,4,0,4,4,16.25,4,1,1,4
48475,3,0,3,3,8.333333333333334,3,3,1,3
48476,41,0,34,41,11.292682926829269,40,25,1,25
48477,22,0,22,22,14.454545454545455,21,11,1,17
48479,5,0,5,5,8.2,5,2,1,5
48480,4,0,4,4,10.25,4,3,1,4
48481,10,0,10,10,13.1,10,8,3,10
48482,1,0,1,1,10.0,1,0,1,1
48483,8,0,8,8,9.75,8,3,1,7
48484,29,0,26,29,12.448275862068966,29,15,2,24
48485,27,0,26,27,13.148148148148149,24,1,1,23
48487,2,0,2,2,8.0,2,2,1,2
48489,17,0,17,17,11.705882352941176,17,6,2,16
48490,9,0,9,9,11.0,9,6,1,9
48492,33,0,32,33,10.393939393939394,29,7,1,27
48493,2,0,2,2,8.5,2,1,1,2
48495,71,0,71,71,10.47887323943662,57,30,1,56
48496,66,0,65,66,10.409090909090908,50,26,1,50
48497,9,0,9,9,7.777777777777778,9,7,2,8
48498,15,0,15,15,10.4,15,8,1,14
48499,6,0,6,6,8.666666666666666,6,4,1,6
48500,14,0,14,14,10.642857142857142,13,7,1,12
48501,14,0,14,14,11.142857142857142,14,4,2,13
48502,33,1,30,33,11.212121212121213,31,19,1,25
48503,23,0,22,23,10.695652173913043,23,15,1,22
48504,5,0,5,5,9.4,5,0,1,5
48505,42,0,42,42,13.30952380952381,39,13,3,37
48506,3,0,3,3,10.0,3,1,1,3
48507,3,0,3,3,13.666666666666666,3,1,1,3
48509,10,0,10,10,11.5,10,5,1,10
48510,9,0,9,9,10.88888888888889,9,5,2,9
48512,3,0,3,3,17.333333333333332,2,0,1,3
48514,2,0,2,2,11.0,2,0,1,2
48515,20,0,19,20,7.65,20,3,2,19
48516,10,0,10,10,18.5,10,4,2,10
48517,3,0,3,3,8.666666666666666,3,1,1,3
48518,32,0,32,32,12.375,29,5,1,27
48519,38,0,38,38,11.68421052631579,34,29,1,32
48520,7,0,7,7,9.571428571428571,7,3,1,7
48521,10,0,10,10,16.1,9,6,1,10
48522,8,1,7,8,10.625,8,2,1,6
48523,9,0,9,9,10.333333333333334,9,2,1,9
48524,8,0,8,8,9.5,8,4,1,7
48525,2,0,2,2,10.0,2,2,1,2
48527,22,0,21,22,12.772727272727273,20,11,1,18
48528,18,0,18,18,11.666666666666666,18,12,2,15
48529,3,0,3,3,8.666666666666666,3,0,1,3
48530,4,0,4,4,12.5,4,2,1,4
48531,18,0,18,18,9.88888888888889,17,11,1,15
48532,1,0,1,1,4.0,1,1,1,1
48533,14,0,14,14,11.0,14,9,1,12
48534,5,1,5,5,9.2,5,5,1,5
48535,2,0,2,2,8.5,2,1,1,2
48536,14,0,14,14,8.5,14,11,1,13
48537,6,0,6,6,8.333333333333334,6,1,1,6
48539,21,0,21,21,10.80952380952381,17,9,1,20
48540,28,0,28,28,13.071428571428571,28,12,1,19
48541,6,0,6,6,18.166666666666668,6,3,1,5
48542,1,0,1,1,5.0,1,1,1,1
48543,8,0,8,8,8.25,8,1,1,5
48544,2,0,2,2,9.5,2,1,1,2
48545,25,0,25,25,15.36,25,16,1,25
48547,5,0,5,5,11.2,5,2,1,5
48548,28,0,28,28,12.357142857142858,28,17,1,22
48549,10,0,10,10,9.9,10,9,1,10
48550,5,0,5,5,8.4,5,2,1,5
48551,8,0,8,8,14.375,8,7,1,8
48552,5,0,5,5,12.4,5,3,1,4
48553,28,0,28,28,9.107142857142858,25,17,1,23
48554,11,0,11,11,14.636363636363637,10,6,1,11
48555,43,0,43,43,11.255813953488373,38,29,1,37
48556,5,0,5,5,9.8,5,3,1,4
48558,9,0,9,9,9.333333333333334,9,6,1,7
48559,9,0,9,9,8.222222222222221,8,3,1,9
48560,3,0,3,3,11.666666666666666,3,0,1,3
48561,17,0,16,17,13.058823529411764,17,10,1,15
48562,14,0,14,14,9.142857142857142,14,11,1,14
48563,21,0,21,21,13.428571428571429,19,11,1,20
48564,4,0,4,4,12.5,4,3,1,4
48566,2,0,2,2,7.0,2,2,1,2
48567,15,0,15,15,12.933333333333334,15,8,1,12
48568,4,0,4,4,10.5,4,4,1,4
48569,25,0,25,25,10.12,24,6,2,24
48570,7,0,7,7,8.714285714285714,7,6,1,7
48571,3,0,3,3,14.333333333333334,2,2,1,3
48572,3,0,3,3,10.666666666666666,3,2,1,3
48573,52,0,52,52,11.153846153846153,46,27,1,40
48574,6,0,6,6,13.0,6,1,1,6
48575,17,0,17,17,11.588235294117647,17,8,1,15
48576,9,0,9,9,9.333333333333334,9,5,1,8
48577,12,0,12,12,8.833333333333334,12,4,1,9
48578,4,0,4,4,9.25,4,4,1,4
48579,5,0,5,5,14.0,5,4,1,5
48580,3,0,3,3,20.333333333333332,3,2,1,3
48581,19,0,19,19,10.736842105263158,19,13,1,17
48582,4,0,4,4,14.5,4,1,1,4
48583,6,0,6,6,9.166666666666666,6,6,1,4
48584,44,0,43,44,11.75,36,3,1,42
48585,2,0,2,2,9.0,2,1,1,2
48588,1,0,1,1,9.0,1,1,1,1
48589,4,0,4,4,8.75,4,2,1,4
48590,1,0,1,1,20.0,1,0,1,1
48591,7,0,7,7,9.0,6,5,1,7
48592,16,0,16,16,9.9375,14,7,1,16
48593,3,0,3,3,11.333333333333334,3,2,1,3
48594,3,0,3,3,9.333333333333334,3,2,2,3
48595,2,0,2,2,7.5,2,1,1,2
48596,15,0,15,15,10.733333333333333,15,4,1,14
48597,11,0,11,11,11.0,11,7,1,11
48599,18,1,18,18,9.38888888888889,18,7,1,15
48600,35,0,34,35,10.142857142857142,31,9,1,29
48601,17,0,16,17,11.823529411764707,13,14,1,15
48602,15,0,14,15,9.533333333333333,13,10,1,13
48603,12,0,12,12,11.916666666666666,11,8,1,11
48604,1,0,1,1,16.0,1,0,1,1
48605,9,1,9,9,9.777777777777779,9,3,1,9
48606,11,0,11,11,15.454545454545455,11,0,1,11
48607,18,0,18,18,10.11111111111111,17,7,1,16
48609,6,0,6,6,13.333333333333334,6,3,1,6
48610,12,0,11,12,14.166666666666666,12,9,1,11
48612,19,0,19,19,10.526315789473685,19,15,1,18
48613,1,0,1,1,6.0,1,0,1,1
48614,1,0,1,1,8.0,1,0,1,1
48615,32,2,30,32,10.90625,32,16,1,23
48616,6,0,6,6,12.166666666666666,6,4,1,6
48617,2,0,2,2,9.0,2,2,1,2
48619,5,5,5,5,9.8,5,4,1,5
48620,3,0,3,3,9.0,3,1,1,3
48621,11,0,11,11,10.181818181818182,10,5,1,11
48622,1,0,1,1,22.0,1,0,1,1
48623,8,0,8,8,9.25,8,3,1,7
48624,5,0,5,5,10.0,5,0,1,5
48625,8,3,7,8,9.125,8,3,1,7
48626,3,0,3,3,20.0,3,2,1,3
48627,28,0,28,28,12.357142857142858,26,8,1,25
48628,6,0,6,6,16.333333333333332,6,1,1,6
48629,49,0,49,49,10.081632653061224,45,23,2,33
48630,15,0,15,15,11.266666666666667,15,11,3,14
48631,4,0,4,4,9.5,4,2,1,3
48632,52,0,52,52,11.557692307692308,51,30,1,44
48633,12,0,12,12,11.75,10,7,1,10
48634,18,0,18,18,11.38888888888889,18,9,1,16
48635,7,0,7,7,9.285714285714286,7,3,1,7
48636,1,0,1,1,10.0,1,1,1,1
48637,9,0,9,9,10.0,9,6,1,9
48638,3,0,3,3,19.666666666666668,3,2,1,3
48639,1,0,1,1,18.0,1,0,1,1
48640,2,0,2,2,10.0,2,1,1,2
48641,27,0,26,27,12.481481481481481,25,12,2,22
48642,9,0,9,9,10.555555555555555,8,3,2,9
48643,9,0,8,9,9.11111111111111,9,3,1,6
48645,12,0,12,12,10.083333333333334,11,5,4,11
48646,4,0,4,4,20.5,3,2,1,4
48647,54,0,47,54,10.092592592592593,50,37,1,36
48648,1,0,1,1,20.0,1,1,1,1
48649,9,0,9,9,11.11111111111111,9,7,1,8
48650,31,0,31,31,10.806451612903226,30,14,1,30
48651,19,0,19,19,11.31578947368421,19,15,1,16
48652,28,0,28,28,10.75,26,12,1,24
48653,4,0,4,4,15.5,4,0,1,4
48654,5,0,5,5,8.8,5,3,1,5
48655,10,0,10,10,12.2,10,2,1,8
48656,56,0,56,56,10.982142857142858,52,31,1,49
48657,2,0,2,2,8.0,2,0,1,2
48658,22,0,22,22,13.909090909090908,22,16,1,20
48659,22,0,22,22,9.909090909090908,22,5,1,20
48660,3,0,3,3,8.666666666666666,3,1,1,3
48661,1,0,1,1,9.0,1,0,1,1
48662,10,0,9,10,8.2,10,6,1,8
48663,56,11,56,56,10.910714285714286,54,27,1,46
48665,17,0,17,17,10.705882352941176,14,5,2,12
48666,2,0,2,2,9.0,2,1,1,2
48667,34,0,34,34,10.647058823529411,32,9,2,30
48668,7,0,7,7,9.142857142857142,7,2,1,7
48669,7,0,7,7,8.857142857142858,7,3,1,7
48670,4,0,4,4,10.0,4,4,1,4
48671,14,4,14,14,8.714285714285714,14,4,1,13
48673,1,0,1,1,9.0,1,0,1,1
48676,1,0,1,1,10.0,1,0,1,1
48677,1,0,1,1,6.0,1,0,1,1
48678,19,0,19,19,10.789473684210526,18,15,1,16
48679,2,0,2,2,9.5,2,2,1,2
48680,10,0,10,10,11.5,10,5,2,10
48681,14,2,12,14,11.0,14,9,2,9
48682,9,0,9,9,11.88888888888889,9,5,1,9
48684,10,0,10,10,10.2,9,8,1,9
48685,6,0,6,6,8.0,6,2,1,6
48686,5,0,5,5,10.6,5,2,1,5
48688,1,0,1,1,10.0,1,1,1,1
48689,1,0,1,1,8.0,1,1,1,1
48691,14,0,14,14,12.142857142857142,13,10,1,14
48692,7,0,7,7,12.142857142857142,7,5,1,7
48694,6,0,5,6,14.833333333333334,6,2,1,5
48695,5,0,5,5,9.4,5,0,1,5
48696,5,1,5,5,10.0,5,4,1,5
48699,35,0,35,35,11.085714285714285,33,28,1,30
48700,21,0,21,21,11.19047619047619,19,11,1,21
48701,6,0,6,6,11.833333333333334,6,2,1,6
48702,15,0,15,15,13.133333333333333,14,10,1,15
48703,13,0,13,13,9.076923076923077,12,9,1,12
48706,4,1,4,4,17.5,3,3,1,4
48708,5,1,5,5,9.4,5,3,1,5
48709,10,0,10,10,11.5,10,5,2,10
48710,4,0,4,4,8.75,4,3,1,4
48711,8,0,8,8,10.5,8,1,1,7
48713,9,0,9,9,8.555555555555555,9,4,1,9
48714,5,0,5,5,11.2,5,1,1,5
48715,5,0,5,5,8.8,5,4,1,5
48717,46,1,46,46,11.0,43,24,1,41
48718,17,0,17,17,14.0,17,9,1,15
48719,12,0,12,12,12.833333333333334,12,2,1,11
48720,1,0,1,1,10.0,1,1,1,1
48721,37,0,37,37,10.756756756756756,31,25,1,35
48722,1,0,1,1,9.0,1,0,1,1
48723,12,0,11,12,11.0,11,9,1,11
48725,6,0,6,6,16.666666666666668,6,1,1,6
48726,68,0,67,68,12.691176470588236,53,17,1,56
48727,14,0,14,14,15.285714285714286,14,3,1,12
48729,13,0,13,13,10.76923076923077,13,10,2,13
48730,30,0,30,30,13.366666666666667,21,8,1,28
48731,8,0,8,8,7.875,8,4,1,8
48733,2,0,2,2,8.0,2,1,1,2
48734,20,0,20,20,7.65,19,9,1,17
48735,1,0,1,1,9.0,1,1,1,1
48736,5,0,5,5,9.8,5,3,1,5
48738,15,0,15,15,9.066666666666666,15,5,1,13
48739,1,0,1,1,10.0,1,1,1,1
48740,11,0,11,11,13.090909090909092,11,8,1,11
48741,10,0,10,10,10.1,10,8,2,9
48742,4,0,3,4,10.75,4,2,1,3
48743,14,0,14,14,13.357142857142858,13,13,1,13
48744,2,0,2,2,9.5,2,0,1,2
48745,12,0,12,12,10.916666666666666,12,11,1,11
48746,18,0,18,18,11.444444444444445,17,13,1,16
48747,8,0,8,8,13.75,8,7,1,8
48748,1,0,1,1,9.0,1,1,1,1
48749,1,0,1,1,10.0,1,1,1,1
48750,8,0,8,8,17.5,8,4,1,8
48751,4,0,4,4,12.25,4,1,1,4
48752,2,0,2,2,10.5,2,0,1,2
48753,6,0,6,6,8.833333333333334,6,4,1,6
48754,3,1,3,3,9.0,3,0,1,3
48755,23,0,23,23,9.043478260869565,21,9,1,18
48756,7,0,7,7,12.857142857142858,7,6,1,7
48758,28,0,28,28,11.142857142857142,27,17,1,22
48759,50,0,50,50,12.06,46,26,1,40
48760,44,0,42,44,10.090909090909092,38,22,1,40
48761,1,0,1,1,10.0,1,0,1,1
48762,6,0,6,6,14.333333333333334,6,5,1,6
48763,1,0,1,1,6.0,1,1,1,1
48764,9,0,9,9,13.222222222222221,7,4,1,9
48765,21,0,21,21,12.238095238095237,20,14,1,15
48767,7,0,7,7,9.857142857142858,7,0,2,7
48768,3,0,3,3,9.333333333333334,3,3,2,3
48769,15,0,15,15,9.066666666666666,13,4,1,12
48770,3,0,3,3,25.0,3,1,1,3
48771,19,5,19,19,13.368421052631579,19,6,1,16
48773,8,0,8,8,9.75,8,3,1,8
48774,21,0,21,21,14.80952380952381,21,15,1,17
48775,64,0,63,64,11.359375,63,20,1,48
48776,1,0,1,1,8.0,1,1,1,1
48777,1,0,1,1,10.0,1,1,1,1
48778,13,0,13,13,11.461538461538462,13,5,1,12
48779,47,0,46,47,11.297872340425531,44,21,1,33
48780,18,0,18,18,10.11111111111111,17,13,1,16
48781,2,0,2,2,9.5,2,2,1,2
48782,4,0,4,4,17.0,4,3,1,4
48783,9,0,9,9,15.0,8,5,2,9
48784,26,0,26,26,11.076923076923077,24,2,1,26
48785,12,0,12,12,14.75,12,10,3,10
48786,2,0,2,2,9.5,2,1,1,2
48788,3,0,3,3,9.0,3,2,1,3
48789,18,0,18,18,10.777777777777779,17,16,1,18
48790,16,0,16,16,11.6875,14,3,1,14
48791,6,0,6,6,14.0,6,5,1,6
48792,4,0,4,4,13.5,4,2,1,4
48793,19,0,19,19,10.894736842105264,19,8,1,13
48794,1,0,1,1,9.0,1,0,1,1
48795,6,0,6,6,9.0,6,3,1,6
48796,1,0,1,1,10.0,1,0,1,1
48798,6,0,6,6,9.666666666666666,6,3,1,6
48800,1,0,1,1,10.0,1,1,1,1
48801,1,1,1,1,4.0,1,1,1,1
48802,12,1,12,12,12.0,12,4,1,11
48803,9,0,9,9,12.777777777777779,9,6,1,9
48804,20,0,20,20,12.1,18,13,1,18
48805,88,0,86,88,11.25,71,31,1,59
48806,6,0,6,6,11.166666666666666,6,3,1,6
48807,3,0,3,3,19.666666666666668,3,2,1,3
48808,1,0,1,1,9.0,1,1,1,1
48809,11,0,11,11,11.636363636363637,11,7,1,9
48810,9,0,9,9,9.222222222222221,9,6,1,8
48811,29,1,29,29,10.827586206896552,27,11,1,24
48814,3,0,3,3,8.0,3,1,1,2
48815,30,0,30,30,12.733333333333333,29,15,1,22
48816,5,0,5,5,9.8,5,2,1,5
48818,3,0,3,3,9.0,3,3,1,3
48819,3,0,3,3,11.0,3,1,1,3
48821,4,0,4,4,16.75,4,2,2,4
48822,5,3,5,5,8.0,5,3,1,5
48823,2,0,2,2,8.5,2,1,1,2
48824,13,0,13,13,10.76923076923077,12,10,1,13
48825,1,0,1,1,10.0,1,0,1,1
48826,13,0,13,13,11.0,13,7,1,11
48827,5,0,5,5,8.4,4,3,1,5
48828,6,0,6,6,11.666666666666666,5,2,1,6
48829,8,0,8,8,7.625,8,1,1,8
48830,3,0,3,3,9.0,3,2,1,3
48831,2,0,2,2,10.0,2,1,1,2
48833,12,0,12,12,12.916666666666666,12,4,2,12
48834,5,0,5,5,7.4,5,2,1,4
48835,44,12,43,44,11.454545454545455,39,23,2,36
48837,1,0,1,1,9.0,1,1,1,1
48838,2,0,2,2,7.5,2,0,1,2
48839,7,0,7,7,15.428571428571429,7,4,1,7
48840,14,0,14,14,9.857142857142858,14,7,2,13
48841,1,0,1,1,10.0,1,0,1,1
48842,2,0,2,2,10.0,2,1,1,2
48843,3,0,3,3,7.666666666666667,3,2,1,3
48844,20,0,18,20,9.1,19,6,1,18
48845,26,3,26,26,13.153846153846153,25,19,1,21
48848,2,0,2,2,9.5,2,2,1,2
48849,12,0,12,12,13.666666666666666,12,2,1,12
48850,6,1,6,6,12.833333333333334,6,3,1,6
48851,5,0,5,5,15.4,5,1,1,4
48854,1,0,1,1,9.0,1,1,1,1
48856,4,0,4,4,9.0,4,2,1,4
48857,1,0,1,1,9.0,1,1,1,1
48858,9,0,9,9,14.0,9,7,1,8
48859,8,5,8,8,7.875,8,4,1,8
48860,16,0,16,16,9.1875,16,4,1,15
48861,3,0,3,3,13.333333333333334,3,2,1,3
48862,9,0,9,9,9.666666666666666,9,2,1,8
48863,1,0,1,1,4.0,1,0,1,1
48864,5,0,5,5,15.6,5,2,1,5
48865,3,0,3,3,9.333333333333334,3,3,1,3
48866,2,0,2,2,30.5,2,2,1,2
48867,3,0,3,3,8.666666666666666,3,0,1,3
48868,34,0,34,34,11.970588235294118,34,9,2,29
48869,62,0,62,62,11.53225806451613,54,18,1,52
48870,6,0,6,6,15.666666666666666,6,5,1,6
48871,32,0,32,32,9.21875,31,23,1,22
48872,10,0,10,10,9.8,10,5,1,10
48873,13,0,12,13,15.384615384615385,12,7,1,12
48874,5,1,5,5,8.8,5,2,1,5
48875,9,0,9,9,16.11111111111111,9,4,1,9
48877,1,0,1,1,7.0,1,1,1,1
48881,15,0,15,15,9.866666666666667,15,11,1,14
48882,1,0,1,1,9.0,1,0,1,1
48883,12,0,10,12,14.0,11,2,1,7
48884,8,0,8,8,10.875,8,7,1,8
48885,9,0,9,9,9.0,9,7,1,8
48886,13,0,13,13,9.0,13,3,1,13
48887,66,0,60,66,12.015151515151516,64,25,1,47
48888,2,0,2,2,21.0,2,0,1,2
48889,13,0,13,13,12.461538461538462,13,6,1,12
48890,4,0,4,4,11.75,4,1,1,4
48891,14,0,14,14,11.928571428571429,14,9,1,11
48892,6,0,6,6,13.0,6,0,1,5
48894,31,0,31,31,11.612903225806452,29,17,1,27
48896,3,0,3,3,14.0,3,0,1,3
48897,9,0,9,9,10.555555555555555,9,6,1,9
48900,19,0,19,19,10.631578947368421,19,7,2,16
48901,7,0,7,7,13.571428571428571,7,2,1,7
48902,1,0,1,1,7.0,1,0,1,1
48903,1,0,1,1,10.0,1,1,1,1
48904,11,0,11,11,14.909090909090908,11,3,1,10
48905,9,0,9,9,9.333333333333334,9,2,1,9
48907,26,0,26,26,12.153846153846153,25,15,2,21
48908,4,0,4,4,12.25,4,2,1,4
48909,26,4,25,26,12.192307692307692,23,10,1,23
48910,2,0,2,2,29.5,2,1,1,2
48911,1,0,1,1,9.0,1,1,1,1
48912,12,0,12,12,12.166666666666666,12,8,1,12
48913,10,0,10,10,11.8,9,6,1,10
48914,10,0,10,10,10.5,10,4,2,8
48915,1,0,1,1,10.0,1,1,1,1
48917,3,0,3,3,11.0,3,2,1,3
48918,21,0,21,21,10.952380952380953,20,4,1,20
48920,4,0,4,4,13.0,4,2,1,4
48921,25,0,25,25,10.64,21,17,1,22
48922,1,0,1,1,10.0,1,1,1,1
48924,67,0,66,67,12.746268656716419,60,9,1,53
48925,40,1,40,40,11.35,37,26,2,34
48926,13,0,13,13,9.076923076923077,12,5,1,11
48927,7,0,7,7,15.0,7,3,1,7
48928,3,0,3,3,10.0,3,0,1,3
48929,9,0,9,9,11.444444444444445,9,8,1,9
48930,1,0,1,1,9.0,1,0,1,1
48931,6,0,6,6,17.666666666666668,6,5,1,6
48932,3,0,3,3,14.333333333333334,3,1,1,3
48933,14,0,14,14,13.428571428571429,13,7,1,14
48934,5,0,5,5,16.8,5,2,1,5
48935,3,0,3,3,9.333333333333334,3,1,1,3
48936,14,0,14,14,15.5,13,4,1,12
48937,13,0,13,13,9.23076923076923,13,9,1,13
48938,10,0,10,10,10.7,10,7,1,9
48940,1,0,1,1,11.0,1,1,1,1
48941,6,0,6,6,16.166666666666668,6,1,1,5
48942,3,0,3,3,9.0,3,0,1,3
48943,1,0,1,1,9.0,1,0,1,1
48945,1,0,1,1,27.0,1,1,1,1
48946,20,0,20,20,11.3,19,10,1,19
48947,6,0,6,6,20.166666666666668,6,3,1,6
48948,2,0,2,2,9.5,2,1,1,2
48950,6,0,6,6,13.833333333333334,6,1,1,6
48951,20,0,20,20,10.55,18,9,1,19
48952,9,0,9,9,12.666666666666666,9,5,1,9
48953,20,0,19,20,12.35,20,8,2,16
48954,2,0,2,2,10.5,2,0,1,2
48955,5,0,5,5,12.6,5,4,1,5
48956,12,0,12,12,9.166666666666666,12,1,1,9
48957,4,0,4,4,16.0,4,2,1,4
48958,24,0,21,24,11.333333333333334,24,11,1,18
48959,5,0,5,5,7.0,5,3,1,5
48960,1,0,1,1,10.0,1,0,1,1
48961,1,0,1,1,9.0,1,1,1,1
48962,17,0,16,17,10.411764705882353,16,9,1,16
48963,12,0,12,12,16.25,11,2,1,12
48964,13,0,13,13,12.461538461538462,13,6,1,12
48966,7,5,7,7,12.857142857142858,7,6,1,6
48967,6,0,6,6,8.666666666666666,6,4,1,5
48968,6,0,6,6,9.0,6,3,1,6
48970,4,0,4,4,9.75,4,4,1,4
48971,3,0,3,3,9.333333333333334,3,3,1,3
48972,13,0,12,13,10.307692307692308,13,9,1,10
48973,1,0,1,1,4.0,1,1,1,1
48974,9,0,9,9,8.555555555555555,7,5,1,8
48975,12,0,12,12,9.75,11,6,1,9
48977,8,0,8,8,8.125,8,0,1,8
48978,73,0,72,73,11.58904109589041,63,32,1,58
48979,26,0,26,26,11.192307692307692,26,10,1,21
48980,37,0,27,37,9.675675675675675,33,21,1,20
48983,17,0,17,17,12.764705882352942,17,9,1,15
48984,28,0,28,28,10.0,27,11,1,24
48986,1,0,1,1,9.0,1,0,1,1
48987,4,0,4,4,9.75,4,1,1,4
48988,6,0,6,6,11.5,6,3,1,6
48989,40,1,40,40,10.425,39,33,1,36
48990,12,0,12,12,10.333333333333334,11,5,1,12
48991,1,0,1,1,9.0,1,0,1,1
48992,9,0,9,9,12.444444444444445,9,1,1,9
48993,234,0,213,234,11.162393162393162,201,77,1,117
48994,8,0,8,8,8.25,8,3,1,8
48996,1,0,1,1,41.0,1,1,1,1
48997,15,0,15,15,9.8,14,7,2,12
48998,11,0,11,11,16.363636363636363,11,6,1,9
48999,2,2,2,2,9.5,2,1,2,2
49000,2,0,2,2,23.5,2,2,1,2
49002,10,0,9,10,9.3,10,3,2,9
49004,6,0,6,6,19.833333333333332,5,2,1,6
49005,98,0,87,98,12.571428571428571,84,19,1,37
49006,6,0,6,6,8.833333333333334,6,6,1,6
49007,9,0,9,9,13.666666666666666,9,3,1,9
49009,13,0,13,13,12.923076923076923,13,8,2,12
49010,3,0,3,3,11.0,3,1,1,3
49011,3,0,3,3,10.0,3,2,1,3
49012,3,0,3,3,8.0,3,2,1,3
49013,8,0,8,8,13.5,8,3,1,6
49014,6,0,6,6,17.333333333333332,6,2,1,6
49016,5,0,5,5,11.6,5,5,1,5
49017,29,0,29,29,11.344827586206897,28,10,1,26
49019,1,0,1,1,10.0,1,0,1,1
49020,8,0,8,8,11.25,6,3,2,8
49021,3,0,3,3,11.0,3,0,1,3
49025,76,0,67,76,11.43421052631579,70,27,1,51
49026,2,0,2,2,16.5,2,1,1,2
49027,1,0,1,1,9.0,1,1,1,1
49028,36,0,36,36,11.416666666666666,34,12,1,25
49029,3,0,3,3,8.666666666666666,3,1,1,3
49031,4,0,4,4,7.5,4,1,1,4
49033,1,0,1,1,9.0,1,0,1,1
49034,2,0,2,2,8.0,2,1,1,2
49035,43,0,41,43,11.837209302325581,37,24,1,31
49036,14,0,14,14,11.857142857142858,14,10,1,14
49037,12,0,12,12,12.833333333333334,12,7,1,10
49039,30,0,30,30,9.766666666666667,30,11,1,28
49040,24,0,24,24,14.25,23,8,1,21
49041,3,0,3,3,13.333333333333334,3,3,1,3
49042,5,0,5,5,8.6,5,2,1,5
49043,10,0,7,10,9.0,10,6,1,7
49044,3,0,3,3,20.666666666666668,3,3,1,3
49049,43,0,42,43,10.488372093023257,36,4,1,38
49051,3,0,3,3,9.0,3,3,1,3
49053,3,2,2,3,9.333333333333334,3,2,1,2
49054,2,0,2,2,9.5,2,1,1,2
49055,9,0,9,9,12.0,9,6,1,9
49056,1,0,1,1,12.0,1,1,1,1
49057,53,0,53,53,11.867924528301886,53,25,1,43
49059,4,0,4,4,8.5,4,2,1,4
49060,3,0,3,3,9.666666666666666,3,1,1,3
49062,1,0,1,1,10.0,1,1,1,1
49063,19,0,19,19,12.263157894736842,18,5,1,19
49065,1,0,1,1,9.0,1,0,1,1
49066,4,1,4,4,18.75,4,1,1,4
49067,11,0,11,11,12.909090909090908,11,2,1,11
49068,82,0,68,82,12.512195121951219,66,24,1,42
49069,4,0,4,4,9.75,4,1,1,3
49071,17,0,17,17,8.941176470588236,16,13,3,8
49072,2,1,2,2,8.5,2,1,1,2
49074,119,0,116,119,10.411764705882353,103,29,2,37
49075,2,0,2,2,16.0,2,1,1,2
49076,8,0,8,8,10.75,7,2,1,8
49077,9,0,9,9,12.444444444444445,9,3,1,8
49079,4,0,4,4,8.25,4,3,1,4
49080,3,0,3,3,8.0,3,2,1,3
49082,4,0,4,4,8.5,4,4,1,3
49083,5,0,5,5,11.4,5,3,1,5
49084,7,0,7,7,9.0,7,1,1,6
49085,4,0,4,4,10.75,4,3,1,4
49086,50,0,50,50,12.5,47,23,1,38
49087,11,0,11,11,7.0,11,9,1,9
49088,3,0,3,3,14.666666666666666,3,0,1,3
49089,9,0,9,9,8.666666666666666,8,4,3,9
49091,8,0,8,8,9.25,7,3,1,8
49092,4,0,4,4,17.0,4,0,1,4
49093,26,0,26,26,12.076923076923077,24,7,1,26
49094,10,0,10,10,8.8,10,5,1,10
49095,11,0,11,11,7.909090909090909,11,3,1,11
49096,44,0,42,44,11.204545454545455,40,20,1,37
49097,12,0,12,12,10.0,12,6,1,11
49098,6,0,6,6,13.666666666666666,6,4,1,6
49099,21,0,20,21,11.428571428571429,19,9,1,18
49100,1,0,1,1,21.0,1,1,1,1
49101,25,0,25,25,10.96,20,7,2,17
49102,19,0,19,19,12.052631578947368,19,13,1,17
49103,8,0,8,8,9.25,7,3,1,8
49104,43,20,42,43,11.395348837209303,39,37,1,30
49106,10,0,10,10,10.8,10,3,1,10
49107,16,0,15,16,19.9375,15,14,1,14
49108,27,0,27,27,9.37037037037037,26,9,1,14
49109,6,0,6,6,17.166666666666668,6,1,1,6
49110,4,0,4,4,18.25,4,3,1,4
49111,9,0,9,9,15.444444444444445,9,6,1,9
49112,11,0,11,11,14.545454545454545,11,4,2,11
49113,5,2,5,5,14.2,5,3,1,3
49114,16,0,16,16,9.3125,16,6,1,15
49115,4,0,4,4,9.5,4,3,1,1
49116,3,3,3,3,9.0,3,3,1,3
49117,8,0,8,8,13.25,8,2,2,8
49118,7,0,7,7,12.142857142857142,7,4,1,7
49120,20,0,20,20,9.3,14,8,2,19
49121,1,0,1,1,21.0,1,0,1,1
49122,14,0,14,14,11.5,13,12,1,13
49123,3,0,3,3,19.0,3,3,1,3
49124,23,0,20,23,14.043478260869565,22,15,1,18
49125,9,0,9,9,9.0,9,8,2,9
49126,20,0,20,20,11.35,19,11,1,19
49127,1,0,1,1,7.0,1,0,1,1
49128,10,0,10,10,12.2,9,9,1,10
49129,2,0,2,2,11.0,2,1,1,2
49131,12,0,12,12,10.083333333333334,11,10,1,10
49132,15,0,15,15,8.933333333333334,15,7,1,13
49133,3,0,3,3,9.666666666666666,3,3,1,3
